model,id,type,maxZ,maxP,maxT,maxGrad,time.maxP,tstar.maxP,time.maxT,tstar.maxT,cls,recovered,phi,zc,z1100,age,cv
cdh46,24,7,110450.46875,31557.276785714286,968.38262939453125,0.006295877575390836,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,25,8,112811.3046875,32231.801339285714,932.69012451171875,0.005847730653759697,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,26,8,112670.9609375,32191.703125,916.97686767578125,0.005715553167537138,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,27,8,113299.640625,32371.32589285714,884.03173828125,0.005393059809462657,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,28,8,113090.640625,32311.61160714286,905.3973388671875,0.005591951158577032,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,29,8,113422.84375,32406.526785714286,886.77264404296875,0.005411367091058046,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,30,8,112866.875,32247.67857142857,921.908203125,0.005749323733159087,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,31,8,113647.78125,32470.79464285714,880.41412353515625,0.005344707277645654,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,32,8,113262.25,32360.642857142855,906.40301513671875,0.00559235769320068,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,33,8,113741.96875,32497.70535714286,883.67596435546875,0.005368958978525407,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,34,8,113223.921875,32349.691964285717,916.97125244140625,0.00568759005850685,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,35,8,113651.640625,32471.897321428572,894.12982177734375,0.005465207702780082,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,36,8,113795.875,32513.10714285714,858.7103271484375,0.005147025998512139,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,37,8,114217.515625,32633.575892857145,840.4041748046875,0.004967750976720542,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,38,8,113949.265625,32556.933035714286,855.93072509765625,0.0051157040977872145,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,39,8,114469.65625,32705.616071428572,832.88299560546875,0.004891104017842884,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,40,8,114033.578125,32581.022321428572,860.41180419921875,0.005151217859316109,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,41,8,114610.65625,32745.90178571429,832.105224609375,0.004878300525474698,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,42,8,114208.671875,32631.049107142855,859.5047607421875,0.00513537852348121,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,43,8,114633.921875,32752.54910714286,836.2076416015625,0.004913097557769154,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
