model,id,type,maxZ,maxP,maxT,maxGrad,time.maxP,tstar.maxP,time.maxT,tstar.maxT,cls,recovered,phi,zc,z1100,age,cv
cdp46,108,8,135139.0625,38611.16071428571,830.957763671875,0.004128767458867601,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,109,8,135564.75,38732.78571428572,813.1678466796875,0.003984574505390874,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,110,8,134806.0625,38516.017857142855,849.34893798828125,0.004275393311693836,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,111,8,135374.84375,38678.52678571428,825.0543212890625,0.004077968298959255,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,112,8,135287.34375,38653.52678571428,832.25775146484375,0.004133851223350992,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,113,8,135487.28125,38710.65178571428,823.11846923828125,0.004060296023087269,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,114,8,135307.28125,38659.22321428571,835.96905517578125,0.004160670807771339,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,115,8,135730.3125,38780.08928571428,816.82843017578125,0.004006683696214,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,116,8,135825.984375,38807.424107142855,799.78192138671875,0.0038783589444294705,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,117,8,135882.125,38823.46428571429,801.8092041015625,0.0038916759956584613,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,118,8,136048.359375,38870.95982142857,798.9588623046875,0.0038659699001216824,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,119,8,136159.453125,38902.700892857145,795.301025390625,0.0038359512571714805,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,120,8,136103.046875,38886.58482142857,801.03204345703125,0.0038796489540898183,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,121,7,76365.640625,21818.754464285714,825.95648193359375,0.007240906740361595,9938640.99220011,0.9651484228483609,9938640.99220011,0.9651484228483609,8,FALSE,110,64,46,110,100
cdp46,121,27,87267.1328125,24933.46651785714,998.29156494140625,0.008311165287162003,10297526.014567832,1,10297526.014567832,1,8,FALSE,110,64,46,110,100
cdp46,122,4,16728.609375,4779.602678571429,359.8464660644531,0.005191493453977141,8499336.200863522,0.825376521393544,9596068.509814652,0.9318809679372664,14,TRUE,110,64,46,110,100
cdp46,122,7,7137.30078125,2039.228794642857,277.8521423339844,6.798287591761811e-4,4893905.750239895,0.47525063236708737,2940741.7067751205,0.28557749721776626,14,TRUE,110,64,46,110,100
cdp46,123,3,16316.2890625,4661.796875,361.1119689941406,0.005400245647562707,8110290.878821236,0.7875960563098039,9596068.509814652,0.9318809679372664,14,TRUE,110,64,46,110,100
cdp46,123,7,7198.7734375,2056.792410714286,277.8608093261719,6.75227435392097e-4,4893905.750239895,0.47525063236708737,2940741.7067751205,0.28557749721776626,14,TRUE,110,64,46,110,100
cdp46,124,7,85664.2265625,24475.49330357143,962.3175048828125,0.008046737039992901,10297526.014567832,1,10297526.014567832,1,8,FALSE,110,64,46,110,100
cdp46,125,4,40323.55078125,11521.01450892857,454.83258056640625,0.004509339506156694,10297526.014567832,1,10297526.014567832,1,11,TRUE,110,64,46,110,100
cdp46,125,7,7244.650390625,2069.900111607143,277.8616943359375,6.710736990467913e-4,4893905.750239895,0.47525063236708737,2940741.7067751205,0.28557749721776626,11,TRUE,110,64,46,110,100
cdp46,126,7,77973.84375,22278.241071428572,884.22467041015625,0.007838842373474198,9596068.509814652,0.9318809679372664,9596068.509814652,0.9318809679372664,7,FALSE,110,64,46,110,100
cdp46,126,27,101995.1796875,29141.479910714286,1018.5403442382812,0.0073095644963077685,10297526.014567832,1,10297526.014567832,1,7,FALSE,110,64,46,110,100
cdp46,127,7,112127.328125,32036.379464285717,1004.2483520507812,0.006521589020970719,10297526.014567832,1,10297526.014567832,1,7,FALSE,110,64,46,110,100
cdp46,128,7,84885.5390625,24253.011160714286,978.42840576171875,0.008310348423920852,10297526.014567832,1,10297526.014567832,1,8,FALSE,110,64,46,110,100
cdp46,129,7,113639.53125,32468.437500000004,1014.6423950195312,0.006526271156363391,10297526.014567832,1,10297526.014567832,1,7,FALSE,110,64,46,110,100
cdp46,130,7,73290.65625,20940.1875,735.7755126953125,0.00631424981537551,10297526.014567832,1,10297526.014567832,1,3,FALSE,110,64,46,110,100
cdp46,131,7,127997.234375,36570.638392857145,997.42449951171875,0.0056596886881894294,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,132,7,76229.53125,21779.86607142857,826.1810302734375,0.007256781213297012,9938640.99220011,0.9651484228483609,9938640.99220011,0.9651484228483609,8,FALSE,110,64,46,110,100
cdp46,132,27,86970.28125,24848.651785714286,1000.6287841796875,0.008366407164857679,10297526.014567832,1,10297526.014567832,1,8,FALSE,110,64,46,110,100
cdp46,133,7,125294.640625,35798.46875,998.76361083984375,0.005792455345412694,10297526.014567832,1,10297526.014567832,1,7,FALSE,110,64,46,110,100
cdp46,134,7,90536.2578125,25867.50223214286,987.99163818359375,0.00789729612708686,9938640.99220011,0.9651484228483609,9938640.99220011,0.9651484228483609,7,FALSE,110,64,46,110,100
cdp46,134,27,103358.2265625,29530.921875,1015.193603515625,0.007180788875734295,10297526.014567832,1,10297526.014567832,1,7,FALSE,110,64,46,110,100
cdp46,135,7,127921.6875,36549.05357142857,1002.4754028320312,0.00570251547715106,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,136,7,131326.34375,37521.8125,987.754638671875,0.005442583858365242,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,137,8,132312.859375,37803.674107142855,972.75628662109375,0.005288649114881951,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,138,7,131284.5,37509.857142857145,988.548583984375,0.0054503660674670275,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,139,8,133044.9375,38012.83928571429,946.5887451171875,0.005062866410209615,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,140,7,131837.9375,37667.982142857145,981.79266357421875,0.005376242051527988,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,141,8,132429.640625,37837.04017857143,970.80169677734375,0.005269225933741703,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,142,7,131268.046875,37505.15625000001,992.35760498046875,0.005480066338348715,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,143,8,133058.3125,38016.66071428572,949.77813720703125,0.005086327374000262,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,144,7,128912.59375,36832.169642857145,998.22247314453125,0.0056256914243068765,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,145,8,132830.0625,37951.44642857143,960.96173095703125,0.005179262269465779,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,146,8,133061.15625,38017.47321428572,943.607421875,0.005039843638627633,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,147,8,133718.265625,38205.21875,911.93023681640625,0.0047781822014370465,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,148,8,133117.078125,38033.450892857145,942.4024658203125,0.005028674571655849,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,149,8,134037.03125,38296.294642857145,898.8924560546875,0.0046695487822861455,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,150,8,133583.453125,38166.700892857145,922.4932861328125,0.004862078879822433,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,151,8,133865.265625,38247.21875,909.9949951171875,0.004758478550377788,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
cdp46,152,8,133239.796875,38068.513392857145,942.0860595703125,0.005021668264760423,10297526.014567832,1,10297526.014567832,1,1,FALSE,110,64,46,110,100
