model,n.est,n.sigma,recovered.est,recovered.sigma,rec.ratio.est,rec.ratio.sigma,mode1.maxP.est,mode1.maxP.sigma,mode2.maxP.est,mode2.maxP.sigma,mode1.maxT.est,mode1.maxT.sigma,mode2.maxT.est,mode2.maxT.sigma,mode1.maxGrad.est,mode1.maxGrad.sigma,mode2.maxGrad.est,mode2.maxGrad.sigma,ratio.below.10kbar.est,ratio.below.15kbar.sigma,ratio.below.25kbar.est,ratio.below.25kbar.sigma,ratio.below.30kbar.est,ratio.below.30kbar.sigma,ratio.below.350C.est,ratio.below.350C.sigma,ratio.below.500C.est,ratio.below.500C.sigma,ratio.below.700C.est,ratio.below.700C.sigma,ratio.below.5Ckm.est,ratio.below.5Ckm.sigma,ratio.below.10Ckm.est,ratio.below.10Ckm.sigma,ratio.below.15Ckm.est,ratio.below.15Ckm.sigma,ratio.below.20Ckm.est,ratio.below.20Ckm.sigma,phi,zc,z1100,age,cv
cdi62,18891,0,1918.7,16.673647660778652,0.10156688370123339,8.82623877019674e-4,14442.713655597987,5584.178291145309,22764.89921446001,25.233952928715272,547.3301242420084,1.3968624425213165,895.6088870588827,47.760964506787616,0.006654354426768143,1.4335812859297571e-5,0.00800302919267034,1.394764274962991e-5,0.1303431138658822,0.004285431320670354,0.99760475986771735,0.0019560799719919113,0.9990745107121716,0.0018062681407921665,0.49415421179967217,0.004049432901263132,0.7030501866942787,0.0031255035422132343,0.9990678638276427,0.0018359938323179571,0.0038984179180963246,0.0036264062714964664,0.9965740458109439,5.876096687526721e-4,0.9994787763322427,4.536349160946126e-6,0.9994787763322427,4.536349160946126e-6,34,91,62,85,40
cdi78,18891,0,2042.85,11.05143477229612,0.10813879625218357,5.850105749984707e-4,16504.732394693277,85.62980558570706,25553.708041087728,27.608116773274464,620.2370639898412,0.903636702248981,833.1716597208901,3.962348218337537,0.005740496403287359,9.596872718227044e-6,0.008418529895839202,1.1680345949829391e-5,0.1119764854242099,0.0036088110484352887,0.8265756173357764,0.0026014874105857806,0.9994661188933736,1.3604198997228237e-4,0.4197844499164126,0.002932705690303905,0.7760202522655152,0.0029746319578952077,0.9991078130371381,1.3415559221559607e-4,0.0015303021094245873,0.0019060624017127412,0.9994528815979101,3.7121815500064544e-6,0.9995104741920935,2.6476610544268864e-6,0.9995104741920935,2.6476610544268864e-6,34,97,78,85,40
cdi94,18891,0,2014,14.341694827540984,0.1066116139960828,7.591813470722023e-4,16621.600895026528,31.44006468096898,30738.77349173203,5767.027986366681,642.8290348128876,13.738671618254305,848.6782345027226,56.13874433341918,0.005295419576412665,9.627758785257243e-6,0.008573317982685015,1.519353559913588e-5,0.10775735071712016,0.004418297988353506,0.862993857209283,0.0027824872216798534,0.9624520935693488,0.0033104917755964434,0.4760178165246953,0.00389862152433361,0.8704568510185103,0.002743581883401066,0.9976067302666065,0.003328599671690255,0.040943781805004395,0.005370090036906718,0.99906477256736,2.238357460542166e-4,0.9995034517235056,3.5400222262322487e-6,0.9995034517235056,3.5400222262322487e-6,34,101,94,85,40
cdj46,18891,0,1668.1,66.62929654359813,0.08830130750092637,0.0035270391479327793,10714.755138057417,50.40279078804257,24097.598244951245,3495.6249036708246,617.2035251905733,1.2431637365374255,826.8550337225005,175.4336200994298,0.00903330078834218,6.24723944797764e-4,0.009135832068857963,1.7467336267939707e-4,0.26061468499514967,0.03719392718453407,0.9869954778438829,0.010453598066639473,0.9986688757684776,0.0010279932188570133,0.6509214106183451,0.026222736123974345,0.9561998929549151,0.035729761079871566,0.9874441076493976,0.010058874014194438,0.011901927319913987,9.549704521314787e-4,0.9269557125488515,0.005257732988974044,0.999382217431074,7.695879738605388e-5,0.9993995912153129,2.4361611417014592e-5,56.1,70,46,85,66
cdj62,18891,0,1394.95,19.786957426813405,0.07384204118363243,0.0010474277394957087,10933.476871007562,18.46677335577171,21255.90787778836,308.00933439363604,533.492995642441,0.7689435786274458,866.2290650739014,28.57096075723179,0.006970014669076242,5.8895801840628765e-6,0.010070945262497882,1.0894967889416182e-5,0.1834432612951774,0.0020034202355108076,0.9988995281197518,1.9553877645954763e-4,0.9992829925324251,1.008593693484184e-5,0.879868577313243,0.002497919588624812,0.9275227976765259,0.0018023445384236112,0.9991946131952071,4.53102189564114e-5,0.015364266732601458,0.007630351237485162,0.9880553305010608,8.427233037861545e-4,0.9992829925324251,1.008593693484184e-5,0.9992829925324251,1.008593693484184e-5,56.1,77,62,85,66
cdj78,18893.55,1.0990426455975697,1334.6,13.80846422345824,0.07063785215038947,7.297402158021202e-4,12225.659898262666,22.197686958254494,19559.505168919994,345.3310176746228,559.7865324741191,0.5745806737895718,559.7865324741191,0.5745806737895718,0.006562374570716941,1.16169927879086e-5,0.007322235551723048,3.8776578794159786e-4,0.18496315249666218,0.002929079151879013,0.9985668150238131,0.00105120972043418,0.9988157323284174,9.793730365470618e-4,0.8131410194266291,0.0032573350151190337,0.9984875549747426,0.0010902960737460326,0.99895117303764,9.524673682331853e-4,0.07454283935425988,0.0067132370820497615,0.9874544249254008,9.697712672701892e-4,0.9992506350170896,7.814831850848758e-6,0.9992506350170896,7.814831850848758e-6,56.1,91,78,85,66
cdj94,18891,0,1882.7,21.759692335286264,0.09966121433486845,0.001151854975135582,10303.524921399296,19.26067898984535,15187.011175695903,43.09458413967632,490.45054475463104,0.37357211787843936,619.4846220566716,109.56896753518674,0.006227500259018661,1.2882617338860617e-5,0.008254138333377174,1.6760011988973713e-5,0.22323316926387604,0.007267331478567021,0.9967594942412198,0.0044955617205838985,0.998151657094519,0.0036034164383875167,0.8817474036647952,0.004695762579998772,0.9966662198409668,0.004562822267902801,0.998786375352665,0.0019942273742403456,0.055295673197115994,0.00789368780672756,0.9994687806466414,6.128423541375675e-6,0.9994687806466414,6.128423541375675e-6,0.9994687806466414,6.128423541375675e-6,56.1,102,94,85,66
cdk46,18891.05,0.22360679774997896,1524.4,13.01577989656361,0.08069429724171877,6.890185141363572e-4,10607.63358985299,48.96933409391332,11093.323817859293,1284.532948824399,603.3311434311794,4.517515631191062,761.5481967255243,119.89243426839364,0.008533460023848095,5.039740774656026e-5,0.008585505865260466,2.0147065727402338e-4,0.37642128625399673,0.008969605530304459,0.9993439585214857,5.631458406342521e-6,0.9993439585214857,5.631458406342521e-6,0.7021116474260091,0.014524967722310092,0.9941153555375389,7.370658661221372e-4,0.9993439585214857,5.631458406342521e-6,0.017970965071880937,0.0019257545843156404,0.8746997588143178,0.01375899645929342,0.9993439585214857,5.631458406342521e-6,0.9993439585214857,5.631458406342521e-6,68,58,46,85,80
cdk62,18891,0,1262.45,12.767042273802206,0.06682811921020591,6.758267044519714e-4,10687.411676558848,29.058407210451577,18241.95875197437,31.066475301966758,567.3830025796531,1.9680015934129043,742.5652294011414,60.2946615694636,0.006686451778668897,1.9875901953748927e-5,0.0077505020904520255,0.001203121724538386,0.17710600987891198,0.00325381935321886,0.9992078123159586,8.026257512717905e-6,0.9992078123159586,8.026257512717905e-6,0.8061863582788543,0.004432951130732948,0.9820380456163202,8.101126109570045e-4,0.9992078123159586,8.026257512717905e-6,0.11790243270255252,0.003631877124196607,0.996673100667986,4.449827959886691e-4,0.9992078123159586,8.026257512717905e-6,0.9992078123159586,8.026257512717905e-6,68,72,62,85,80
cdk78,18891,0,1565.8,17.739637449567713,0.08288603038483934,9.390523238350379e-4,10120.463623782935,168.07291066154556,18316.790527074187,1603.0080842110488,553.591543703966,0.6597172398074314,866.5441118691812,70.09673487789188,0.006518482267299,2.5818911272267256e-5,0.010378409994087448,0.0013251299240902444,0.3216067532611608,0.04517210720743595,0.998084888676305,7.947635816235768e-4,0.998140014639873,7.719870964928429e-4,0.835723036539324,0.0036989595422718324,0.990904825285688,0.0018784831306101332,0.9993612710365896,7.228741191613819e-6,0.01949064394042403,0.019904917964661973,0.9397013004004404,0.005655403490445255,0.9993612710365896,7.228741191613819e-6,0.9993612710365896,7.228741191613819e-6,68,84,78,85,80
cdk94,18891,0,2075.5,16.54817528500221,0.10986713249695622,8.759819641629454e-4,10418.869511986151,26.90288865097252,31845.19930091258,219.4392038478627,576.0655594342368,4.969207823336542,974.851046989068,3.5226573128636094,0.006429354352292944,7.676768662460365e-6,0.008451520652016816,8.737985660799115e-4,0.19650848735472692,0.0013445446311249334,0.9745205092231105,0.0010304798773201546,0.9784844715979857,0.0010416047072636526,0.828991580489518,0.0030506030023731393,0.9728714757219444,0.0011333388166835485,0.9860403626332629,7.355382322214424e-4,0.012188546288230349,0.0034868267216804625,0.9907416017970826,4.714597801335882e-4,0.9995181592187232,3.85115354625249e-6,0.9995181592187232,3.85115354625249e-6,68,101,94,85,80
cdl46,18891,0,802.7,11.300209592839652,0.042491133343920386,5.981795348493804e-4,10927.98554441524,12.886403140333302,15606.229321059289,47.631526473073635,617.5609595398051,2.268673964671911,635.4400410231484,54.68853624850531,0.008995797206516928,7.089099869512956e-5,0.008995797206516928,7.089099869512956e-5,0.27269451460977684,0.005686891689636893,0.9987539724062644,1.7361021949943262e-5,0.9987539724062644,1.7361021949943262e-5,0.538308577301303,0.0075509233093036515,0.9889076134848009,8.65417996954522e-4,0.9987539724062644,1.7361021949943262e-5,0.01629643939055283,0.011186029807254224,0.8855068045724773,0.0034404990959429225,0.9986921108840799,2.812841125724537e-5,0.9987539724062644,1.7361021949943262e-5,85,65,46,85,100
cdl62,18891.85,0.36634754853252316,1132.25,8.54015283975151,0.059933252537291926,0.00045217893079666774,10224.805059471835,30.57564522371004,22304.83465914175,74.13338290164258,609.0803620447923,0.8085843838133577,794.0476722451583,64.13460317775716,0.008282682166932927,4.7236549221690686e-4,0.008394182860011118,4.544451069643098e-5,0.2917678704918423,0.004447807969842745,0.9991167550177853,6.672276122286569e-6,0.9991167550177853,6.672276122286569e-6,0.6501896873347128,0.0036200064560787284,0.9711264913501989,0.003136102720318477,0.9991167550177853,6.672276122286569e-6,0.041957755661222514,0.0013674815159521573,0.8933641672467924,0.003550588980979227,0.9991167550177853,6.672276122286569e-6,0.9991167550177853,6.672276122286569e-6,85,67,62,85,100
cdl78,18891,0,1734,14.857215153091886,0.09178974114657773,7.864705496316701e-4,10431.511390904609,25.058664673958567,19392.70304553516,75.1273575706081,530.1371763085583,0.7969205845580203,590.46159684632,1.63530217182791,0.006604541370305535,1.585978607913614e-5,0.01053635800854432,0.0011343434019491648,0.17837169136439213,0.0033455590107103125,0.9994232584901144,4.943980767013735e-6,0.9994232584901144,4.943980767013735e-6,0.7319283860628811,0.003316083983982848,0.9963706195918439,0.0012120045039766116,0.9994232584901144,4.943980767013735e-6,0.20118451664228748,0.0037016744593737247,0.9859635707648534,9.116570580744828e-4,0.9994232584901144,4.943980767013735e-6,0.9994232584901144,4.943980767013735e-6,85,77,78,85,100
cdl94,18891,0,2308.9,21.282312893697977,0.12222222222222222,0.001126584770192048,12391.717375084314,163.18338735902054,17545.497106573082,15857.08065169381,581.5041940939732,0.5396247436194065,710.4320125293962,99.24897028377399,0.006980076824289849,2.7255304029951933e-5,0.00961140789243861,8.365696348649004e-5,0.22737342104272634,0.0176131745143849,0.997986329064035,0.0027606537276992,0.9981054533292919,0.0027297244216239877,0.8536875408602066,0.0047905898780965005,0.9972639663850029,0.002775763583164889,0.9987299854719935,0.002436515613653005,0.030572661471892047,0.003683806810135838,0.9599377898104282,0.003154012728234492,0.9995668582993653,4.000424855875214e-6,0.9995668582993653,4.000424855875214e-6,85,107,94,85,100
cdm46,18891,0,1412.05,17.04321133564854,0.07474723413265576,9.021868263008075e-4,13873.889555016043,33.20705172959697,31380.20173329337,93.348864503151745,635.9627301049554,0.822553174303695,885.5197263474353,2.424421982705979,0.00713508166423122,1.2229500274392881e-5,0.01381639244332729,6.261471698305668e-4,0.31087689320267337,0.002997456527168193,0.949306460300498,0.0025738679966840826,0.9667479798296458,0.002410808641534962,0.40945859771584836,0.006622351032661948,0.8117009909926564,0.004294262630443855,0.9753780350347473,0.0019386018884796942,0.015262662795710865,0.006156381280389299,0.8309515688363664,0.0038284710913825066,0.9992917113965103,8.58105221760218e-6,0.9992917113965103,8.58105221760218e-6,44,79,46,110,40
cdm62,18891,0,2332,16.66701754016628,0.1234450267323064,8.82272909860057e-4,12142.57262942503,30.042433733383277,24521.399566242675,38.99147658024531,594.3675823644033,0.4586347355772907,875.8412332588161,51.397715428198836,0.00614423552516711,1.013824554361631e-5,0.008179226210294337,8.518779037018392e-6,0.08835736984738096,0.003680164217381583,0.8925313864266763,0.002795500177981671,0.9982608431813379,0.00153983794701048,0.5553810818164138,0.0039341586870781774,0.7461907190932303,0.003931448926194401,0.9962088361276025,0.0018562277896012696,0.004160624302154119,0.0023087293968836013,0.9994784215019091,4.043371479031359e-5,0.9995711628134984,3.051735090560412e-6,0.9995711628134984,3.051735090560412e-6,44,88,62,110,40
cdm78,18891,0,1825.7,15.950911539701062,0.09664390450479064,8.443656524112585e-4,14824.31508198444,22.485227400178506,25133.702792840526,39.08338601579162,648.2058608091027,0.9725689061281185,904.008567118814,1.1690285204244957,0.006429720508397851,9.484352560568592e-6,0.0077391795714218895,1.1156815960778992e-5,0.17730566955473592,0.00447745191823502,0.8823018027413334,0.0037191675775692535,0.9970798920609895,0.0019936213554991667,0.48393646725872164,0.004530249621442152,0.7827673003232267,0.004586005659005976,0.9957662294208411,0.0029071829598279423,0.014577822914341338,0.0019793044193747206,0.9994522251786228,4.784132756481462e-6,0.9994522251786228,4.784132756481462e-6,0.9994522251786228,4.784132756481462e-6,44,78,78,110,40
cdm94,18891,0,1902.95,16.165183509466786,0.10073315335344873,8.557081948794014e-4,15315.340477765938,36.6957518008135,28732.669078874053,21.297896544804527,650.2010823773068,19.917250700165294,824.1714414396372,65.03260277333003,0.005477037155990296,4.92540714402066e-6,0.009069446850584275,1.3476132626891999e-5,0.1463674312786642,0.004044644816100361,0.8558330373807538,0.0032097173047975934,0.9881694479491757,0.0034025653788230825,0.5024575297208703,0.003785772322595806,0.8749614191337297,0.0038221097068547945,0.9979264933418711,0.0025737968336253764,0.09939486515714938,0.0037103780876480835,0.9994744640414925,4.470628670399726e-6,0.9994744640414925,4.470628670399726e-6,0.9994744640414925,4.470628670399726e-6,44,106,94,110,40
cdn46,18891,0,1997.4,46.401451882911005,0.10573288867714785,0.0024562729280033346,12529.125967796735,24.164486451901197,23387.360726120547,735.3121869539175,677.1548399863476,0.9669626053529077,964.175764604337,0.7299452998729132,0.010081528326876203,4.61551922312877e-5,0.014171817380462356,2.9797748550942056e-5,0.13359814366652628,0.0052540370924918384,0.9949687623237161,6.666327432477634e-4,0.9994990960563246,1.146933816960789e-5,0.19874155924901488,0.018421298622651038,0.8738476035491712,0.00316573619649627,0.99688990350267,3.288523634072035e-4,0.021994898535526483,0.02262207925185754,0.641733240664501,0.00888720821313137,0.9969588037467424,4.400858270253751e-4,0.9994990960563246,1.146933816960789e-5,72.6,70,46,110,66
cdn62,18891,0,1273.5,21.22932430687128,0.0674130538351596,0.0011237798055619766,11342.110173789915,17.03352055839011,22646.667200198724,6526.499465378692,642.6133050190209,0.7881665974498876,856.1611081243465,76.81699071977363,0.008598340931119906,5.424232542877073e-4,0.009505785614003727,3.448621981795731e-5,0.26380029758012197,0.006463564670930163,0.9974905391236892,0.007701626149191408,0.997501419031072,0.0076529697631951025,0.5945584616742953,0.005348053395853942,0.9774425635386135,0.006809192002879309,0.9967044757257054,0.0077679470326026375,0.01999990924897381,0.013892640599127322,0.983438797816958,8.34529516675252e-4,0.9992145587678309,1.2866519861584604e-5,0.9992145587678309,1.2866519861584604e-5,72.6,77,62,110,66
cdn78,18891,0,1709.35,18.02417966598144,0.09048488698321952,9.541146400921851e-4,13750.318837471274,30.517157143275828,14566.302752906151,2009.6743551968618,568.2236380752157,1.6936410442458065,583.1192119168473,46.33040062232004,0.007221834718907624,1.2172169592631728e-5,0.008968875006392278,0.0010931473745036575,0.22444848772513026,0.015993208772796703,0.9989569087457881,3.718169583473945e-4,0.9993302232001046,3.7772117276461183e-4,0.7871386321749354,0.004152375776450493,0.9906303158694336,6.672960051080348e-4,0.9993298427224211,3.794225018967197e-4,0.11439768324573527,0.008635759489862846,0.9832798194564775,0.001002563419119779,0.9994149204942608,6.170621056304101e-6,0.9994149204942608,6.170621056304101e-6,72.6,87,78,110,66
cdn94,18891,0,1732.75,16.574790623429493,0.09172357207135673,8.773908540272889e-4,10636.355284011846,27.51664178596519,17175.05141746464,1977.5378725268336,492.05828007125154,0.4832467397735206,582.9549205850852,0.6597253372757823,0.005959123081060213,8.63296214552858e-6,0.008310577833466592,1.3324730291297164e-4,0.1765136213033646,0.05283830981344263,0.9903782538165723,0.007227855531365381,0.9931788274479635,0.006153252371220419,0.8643716815494199,0.006926408147828148,0.9902886781236925,0.007275653349539476,0.9956396105901139,0.004543450163117158,0.042138820950239214,0.02919171047876621,0.9994228325599753,5.517984901603371e-6,0.9994228325599753,5.517984901603371e-6,0.9994228325599753,5.517984901603371e-6,72.6,102,94,110,66
cdo46,18891,0,1465.9,39.69210447802858,0.07759779789317664,0.002101111877509321,12040.67656188177,76.23881707497593,18827.92695972856,4083.00457385967,654.9344046106439,1.0702037797872295,654.9344046106439,1.0702037797872295,0.008608399925838131,2.5856052893994138e-5,0.008608399925838131,2.5856052893994138e-5,0.2472672433421532,0.0030144530345829917,0.99931739072709,1.689990400647591e-5,0.99931739072709,1.689990400647591e-5,0.3507872657883121,0.016834783369914823,0.9943801259213817,6.390216049921348e-4,0.99931739072709,1.689990400647591e-5,0.018617327978057863,0.024509334691823353,0.9522274723467898,0.002003129064672923,0.99931739072709,1.689990400647591e-5,0.99931739072709,1.689990400647591e-5,88,68,46,110,80
cdo62,18891,0,1413.05,10.20564859075085,0.07480016939283257,5.402386634244275e-4,10504.315643705091,75.18771773506361,24199.6910421174,2190.1206840373975,617.5124551873297,3.315471633170406,889.5547840512885,20.663035957895882,0.008613639733748164,3.504288238330369e-5,0.008613639733748164,3.504288238330369e-5,0.31069431405992193,0.010745412914828669,0.9932576603469884,6.798994358443842e-4,0.9992922761048415,5.07984632194401e-6,0.6091074679434776,0.014617479308791887,0.9620688812894315,0.0020735743322611573,0.9987867907022527,1.9573020374238345e-4,0.1138337483423401,0.004066933218437969,0.985512034814083,0.0010985260310788798,0.9992922761048415,5.07984632194401e-6,0.9992922761048415,5.07984632194401e-6,88,74,62,110,80
cdo78,18891,0,1706.8,10.51114696530858,0.09034990206976867,5.564102993652311e-4,9155.990883245808,20.290306052103983,13780.281406319873,50.844843305756136,564.0430087057554,0.5842753131531816,564.0430087057554,0.5842753131531816,0.006437800381222033,1.260543181496341e-5,0.009563686227874802,1.768428407697133e-5,0.36463545632003763,0.00420582240971024,0.9994140871054883,3.6182132675579346e-6,0.9994140871054883,3.6182132675579346e-6,0.8641670863472057,0.00256165260253187,0.9979731604846556,3.433305932594687e-4,0.9994140871054883,3.6182132675579346e-6,0.16252951145868755,0.006534360763800319,0.9792647205913578,0.0010649448801959244,0.9994140871054883,3.6182132675579346e-6,0.9994140871054883,3.6182132675579346e-6,88,85,78,110,80
cdo94,18891,0,2059.6,70.79131674376308,0.10902546186014504,0.0037473567700896226,10276.496784740439,15.44332749763561,23907.005042122928,9766.347247332385,575.5848163834448,0.5660878108633015,810.8822636919031,201.91348444744443,0.0062686361606416096,3.4720112686322865e-5,0.01045980550968391,3.5591230423774555e-05,0.19417383631202012,0.0289121819108609,0.967156433916085,0.03321889496921406,0.9703669109822699,0.029910903914321756,0.8254959951640712,0.02790965197303928,0.9664621102131726,0.033379189447995436,0.969132981350258,0.031187371046424897,0.03098880149998754,0.0035419811623715004,0.9879572749728055,8.077118027692673e-4,0.999513924294528,1.6677728637754438e-5,0.999513924294528,1.6677728637754438e-5,88,98,94,110,80
cdp46,18891.85,0.3663475485325232,1523.65,83.26259980516936,0.08065116475561186,0.004407005845171803,12694.323807676548,21.27611820587526,16293.849209131486,143.56587808436126,750.6177154227743,0.613684070476862,750.6177154227743,0.613684070476862,0.010334319665399052,4.152255680373456e-5,0.010485086133057335,6.709863255728877e-4,0.12869945620213974,0.005916014716102301,0.9993419234269629,3.388149719838609e-5,0.9993419234269629,3.388149719838609e-5,0.16534841695914373,0.039381465975676225,0.7359902722471008,0.012270049535295103,0.9993419234269629,3.388149719838609e-5,0.048075212614295065,0.04021682292444132,0.49964202233473665,0.022723321274525147,0.9993419234269629,3.388149719838609e-5,0.9993419234269629,3.388149719838609e-5,110,64,46,110,100
cdp62,18894.3,1.218281792655455,1421.5,8.816849896945232,0.07523432098265373,4.651018875589889e-4,11237.54224070574,6.4181932870940335,20548.501803327345,31.746123000304117,569.3819073191231,0.72396701231705,704.6704567409478,1.083570355376036,0.005824856043673658,2.7208677038499954e-5,0.01322560377615813,9.846664076786519e-5,0.10086251466583859,0.0036904386426014,0.9965018558813836,5.693215778155403e-4,0.9992964919237957,4.385319017185213e-6,0.597575837876721,0.005481480476920317,0.9593214091609373,0.0022079257329471556,0.9983648578856585,3.141278430605888e-4,0.14689002877766605,0.003556566968266207,0.9441240024871377,0.0016471053804387654,0.9992964919237957,4.385319017185213e-6,0.9992964919237957,4.385319017185213e-6,110,75,62,110,100
cdp78,18891,0,1812.2,17.647424144825454,0.09592927849240379,9.34170988556744e-4,11128.13493853257,48.02147530978141,18650.888480662074,695.5775579912863,606.8849265299899,1.0236394250135805,754.1465683328391,20.467007121439813,0.00733458574919771,2.35474237056686e-5,0.00733458574919771,2.35474237056686e-5,0.08384980543266383,0.031943754168815404,0.9994481343836131,5.420560850621107e-6,0.9994481343836131,5.420560850621107e-6,0.6769314468412646,0.008950186028576149,0.9893035680384239,0.001640157645142402,0.9994481343836131,5.420560850621107e-6,0.09333573809259443,0.00868120661580432,0.9895316253336212,7.004621301230703e-4,0.9994481343836131,5.420560850621107e-6,0.9994481343836131,5.420560850621107e-6,110,78,78,110,100
cdp94,18891,0,2323.75,17.790816673068633,0.12300831083584776,9.417615093467058e-4,13714.910462675787,653.3522300616114,28298.00690075817,7416.521620013321,587.549042676104,1.7268096721327915,865.9130191550024,120.85356395072915,0.006695848392713011,1.4220466404334065e-5,0.009973015407480334,8.411430076099692e-4,0.09916665981850305,0.014088683093631508,0.9953179541440287,3.699508374498788e-4,0.9960967869258647,3.7838680366940417e-4,0.7738749054294033,0.0024395422978477467,0.9907371185145385,5.857944842118325e-4,0.9994316292139102,3.0563235340314867e-4,0.0747526066393845,0.005002405589903732,0.9903655665989887,0.0017611636210361058,0.9995696372739065,3.2770950535532206e-6,0.9995696372739065,3.2770950535532206e-6,110,108,94,110,100
