model,phi,zc,z1100,age,cv,tcut,n,est.rec,sd.rec,est.lost,sd.lost,est.ratio,sd.ratio,est.chaos,sd.chaos,est.transformed,sd.transformed,est.Tanomaly,sd.Tanomaly,est.Panomaly,sd.Panomaly,est.subducted,sd.subducted,est.med.maxP,sd.med.maxP,est.iqr.maxP,sd.iqr.maxP,est.max.maxP,sd.max.maxP,est.med.maxT,sd.med.maxT,est.iqr.maxT,sd.iqr.maxT,est.max.maxT,sd.max.maxZ,est.med.maxZ,sd.med.maxZ,est.iqr.maxZ,sd.iqr.maxZ,est.max.maxZ
cdb94,21.5,101,94,32.6,66,45,19701,2167.01,15.327070526003691,15562.99,15.327070526003691,0.12222278623801466,8.644709828541274e-4,159.05,3.7615143092895327,369.7,5.121750016578633,7.31,0.7874649262672021,44.77,6.190339492330211,14989.41,17.82524313801336,11287.591292855022,19.417327095974496,4483.456937928127,22.256185029017534,33032.293230915806,177.09442398874873,590.6981652832031,0.5937454728258642,106.24755325317383,0.8791684027648713,971.8963159179688,541.7898371943235,39012.30234375,49.968545343016075,13338.012041015625,86.41454690410896,107671.71203125
cdc94,26.1,108,94,32.6,80,36,19722,2115.87,13.83280758402161,15633.13,13.832807584021612,0.11921065975547918,7.793570107623865e-4,73.2,2.65527871427936,37.01,1.8989364381041285,11.78,1.0207939077111507,51.88,2.7313370389247136,15466.49,14.11460666161551,10804.872121956761,12.698929190142431,3016.4710593997197,32.19049710324375,45327.06152938681,5023.537980295543,583.4174258422852,0.24838110242517977,53.19211303710937,0.5227509285554407,989.6916790771485,15597.562294021673,37900.55826171875,34.76384394650149,9860.94943359375,64.05065113164964,146082.012890625
cdd94,32.6,113,94,32.6,100,38,19732,2321.87,14.033621245157121,15436.13,14.033621245157123,0.13075064759544994,7.902703708276348e-4,309.11,5.227926177865569,360.44,5.988743649969542,4.57,0.6072790781740124,80.15,2.8652392499747656,14681,15.576465023433995,11502.051643223132,14.676141674568447,4657.735646456573,26.085755008428343,32518.95291637593,472.0088386957957,578.6113653564453,0.5689094491634089,88.3030938720703,0.7718123058805915,1003.2847930908204,1437.101688181528,40013.589375,42.39497468811318,14143.870625,85.46990918047373,106256.973828125
cde94,22,100,94,55,40,62,19169,1789.32,26.048082967132654,15462.68,26.0480829671327,0.10371667053095293,0.001509858739110403,77.31,3.044103424091507,799.73,18.4428437299806,4.47,0.6883591968139775,18.05,11.338122873872477,14544.21,43.049723423835,15355.046003384266,142.01104217395786,15001.031290649651,140.51621258781157,32025.825541260823,20.799364401145287,613.5318365478515,1.234894070803007,220.95363662719726,7.389922038515491,960.2917163085938,78.57508726168636,52582.3303125,397.11902771709697,46100.13560546875,461.121588367737,104716.63078125
cdf94,36.3,104,94,55,66,55,19166,1795.22,14.0170026623513,15453.78,14.017002662351306,0.10407675807293176,8.126269732941793e-4,109.51,3.2798589523750477,294.64,34.84033422470125,17.11,1.136137351207187,82.65,2.6680867430964206,14960.61,37.184469170269885,9785.831394353478,733.8923727512604,6726.836826396035,40.3591676772071,32032.39687514484,86.63560608518242,558.280767211914,1.5183476153110926,111.98659729003906,0.7447812635681639,981.7794207763671,309.9574448948805,37212.1276953125,1899.5100260181277,16815.696796875,96.40591700529767,105012.893515625
cdg94,44,104,94,55,80,46,19190,1788.68,12.407947925308669,15482.32,12.407947925308669,0.10356551444618146,7.184267225585464e-4,269.65,5.786391209754421,249.33,21.882632290462592,9.12,0.8793937305515277,134.33,5.397446085179941,14823.6,26.79062100320507,10125.965720788725,23.18267788165717,3382.506578635045,34.06866512111681,29162.601549074996,1536.6729565424002,557.772374572754,0.4516802995904954,65.8584063720703,0.4541155335904057,928.6180798339843,4817.487481292352,38284.7276953125,53.253961296955474,8053.061923828125,102.75255668248577,95950.408203125
cdh94,55,104,94,55,100,36,19220,1692.33,12.084763760682913,15605.67,12.084763760682913,0.0978338536246965,6.986220233947806e-4,443.37,6.274294197498848,58.17,2.24308139429093,5.57,0.6705191716841205,221.99,5.509395097779282,14878.54,14.789717968093825,10518.105945992918,19.49723038834227,3404.4951482526567,25.902163465570574,16579.457512779743,384.96766453913364,572.7009701538086,0.5686267823668504,68.0827537536621,0.7196199093539128,768.9618054199219,1116.877969517088,39960.23828125,71.09829770740997,12553.749521484375,71.05764615126517,56970.4328125
cdi94,34,101,94,85,40,75,18996,1977.04,88.50930670690724,15118.96,88.50930670690721,0.11564342536265793,0.00517719388786308,43.46,2.105404301488736,679.67,59.137069848809986,10.07,0.9873441572463406,101.21,3.3673866616848342,14294.62,135.50666463910977,17460.565428452257,301.94832695155964,11452.094864874849,273.5948238654337,36523.76302295663,468.97185443266346,632.3314147949219,5.497177685379285,127.48186645507812,5.087085300251959,1015.9514459228516,1485.6702721248253,59819.11203125,932.0983107422594,32927.23044921875,1376.9874449773151,119200.970546875
cdj94,56.1,102,94,85,66,53,19003,1353.21,10.646092848049596,15748.79,10.646092848049605,0.07912583323587885,6.225057214389889e-4,475.66,6.073988255942989,339.22,103.61307003862149,21.44,1.584776057212864,92.45,6.1272285164607085,14841.46,106.54504619496335,9262.076904911979,6.750438482150423,619.9954787540762,5.024571797459957,19568.024166461957,268.29516272394056,516.1187420654297,0.8614578565692081,97.17161109924317,0.6291019340636921,718.8729064941406,778.4812944213965,36346.2403125,20.550385546595596,2968.4358203125,35.25341498584828,66777.02921875
cdk94,68,101,94,85,80,42,19001,1287.74,10.605525527628123,15812.26,10.605525527628126,0.07530643274853802,6.202061712063227e-4,670.47,9.043614857841396,328.72,5.771892884898973,17.05,1.2583057392117918,158.13,15.414577253988897,14654.94,22.55355914934558,9836.7523322104,8.774978451297994,691.950216882881,5.177321366114838,15435.822966497077,63.09909352351371,560.4970718383789,0.6498630810551945,89.55336013793945,1.0937799585903751,737.9483410644531,78.8555557282532,37526.27240234375,29.692872607006905,5174.239951171875,68.49518549023736,54349.3403125
cdl94,85,107,94,85,100,32,19008,958.72,8.887717094480177,16148.28,8.887717094480175,0.056042555678961825,5.195368617805678e-4,2436.77,13.874513368479672,223.26,4.3498984081948615,18.63,1.4951436537853295,232.65,5.195909424487183,13255.6,17.91844600044064,10825.922623894183,10.527452234317417,2212.746239192929,52.12029171819016,38968.01869008471,321.1094728518536,582.4708309936524,0.4711429116130352,57.64063232421875,1.0863877138906837,1036.3258862304688,1040.2785972309387,43591.72529296875,127.55334537294812,8797.1765625,107.9342530852624,127401.089375
cdm94,44,106,94,110,40,74,19011,1762.54,118.38999241080433,15346.46,118.38999241080431,0.10301829446490152,0.006919749395686732,77.14,2.7598126125818148,703.48,34.59680606499666,10.79,0.8795660086863086,198.21,25.853626438084085,14368.51,135.67016561640895,16543.034500966616,608.3674824036468,11030.002480266072,877.338487269424,33170.55517907937,115.94632130720692,639.2925814819336,8.73640206945526,119.81949890136718,12.871614935050403,974.9166278076171,346.28320137966625,58556.138828125,1503.8269664280592,29797.22267578125,2960.86236304331,108540.12203125
cdn94,72.6,102,94,110,66,53,18997,584.58,7.411675201526933,16512.42,7.411675201526929,0.03419196350236883,4.3350735225635686e-4,537.45,8.1518108541611891,409.63,6.467720938739873,21.35,1.3660752600649844,665.63,8.69070675137436,14906.09,14.637087942427055,11276.86077222704,22.84528581867711,1232.552152738782,14.010879106999747,15592.161920700124,108.75721921624005,533.4033227539062,1.0969545132593073,96.1866162109375,0.8564220209241445,724.4892456054688,107.59342506975848,38267.1318359375,32.9107849689995,4307.62107421875,146.3808530438463,58005.389609375
cdo94,88,98,94,110,80,40,18988,451.37,6.675229349519527,16637.63,6.675229349519521,0.026412897185323893,3.9061556261451983e-4,1340.3,10.751086390958756,305.03,5.43734746680286,27.02,1.8145316895897006,597.08,7.604730053849329,14395.22,14.518939216058312,12070.101081241139,21.997443352258024,1627.6163492151127,49.649967948817725,39315.913339512575,358.0763951353235,582.3353903198242,1.0436344926337597,59.27547760009766,1.579377934862586,1043.3181884765625,1125.0660842620018,47777.074765625,248.88238685930048,9938.531328125,304.76032091731776,128406.46734375
cdp94,110,108,94,110,100,34,18976,1087.91,9.894488824133818,15990.09,9.894488824133825,0.06370242417144864,5.793704663387881e-4,3141.74,16.6130166806731,211.03,4.391118216572993,37.84,1.7850105395382474,706.5,7.842515572509276,11930.01,20.011862643558356,12921.051393931317,15.837455339294284,1288.6138075839394,14.628478037364395,37823.171868673,463.90618780741283,594.4979016113281,0.5513146259647905,55.01320327758789,1.0949299908463161,1038.2609686279297,1434.47819268335,47824.76453125,65.58857962308564,6011.37302734375,54.73628170466587,123917.3775
